Customer ID,Churn Label,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason
8180-PTYX,Yes,1,2,5,0,0,No,no,0,3,1,Yes,0,NM,308-10030,Male,53,No,No,No,0,No,Month-to-Month,Direct Debit,53,53,Dissatisfaction,Service dissatisfaction
4891-MHUQ,Yes,1,6,15,0,0,No,no,0,0,15,Yes,0,DE,315-9804,Female,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,20,20,Dissatisfaction,Lack of self-service on Website
5062-EXPM,Yes,9,42,141.2,0,0,No,no,0,0,10,Yes,0,SC,276-8580,Male,45,No,No,No,0,No,Month-to-Month,Direct Debit,35,326,Dissatisfaction,Network reliability
8383-QQIE,Yes,4,21,44,0,0,No,no,0,0,24,Yes,0,AZ,362-6514,Male,27,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,13,51,Dissatisfaction,Limited range of services
7878-EOSK,Yes,43,152,345.9,0,0,No,no,0,2,8,Yes,0,SD,337-5662,Male,50,No,No,No,0,No,Month-to-Month,Direct Debit,29,1248,Price,Lack of affordable download/upload speed
2940-TNDG,Yes,4,19,50.4,0,0,No,no,0,3,4,No,35,NH,286-4814,Male,62,No,No,No,0,No,Month-to-Month,Direct Debit,27,97,Price,Long distance charges
8343-EZNR,Yes,10,25,62.9,0,0,No,no,0,0,6,Yes,0,WV,277-7974,Female,71,No,Yes,No,0,No,Month-to-Month,Direct Debit,58,612,Price,Extra data charges
8660-TXBZ,Yes,48,168,571.1,0,0,No,no,0,3,9,Yes,0,MA,298-4866,Male,41,No,No,No,0,Yes,One Year,Credit Card,62,2931,Price,Price too high
2888-LKAG,Yes,1,2,7,0,0,No,no,0,0,35,Yes,0,NY,349-6911,Male,26,Yes,No,No,0,No,Month-to-Month,Direct Debit,52,52,Dissatisfaction,Product dissatisfaction
9003-DQCX,Yes,4,18,42.3,0,0,No,no,0,4,36,Yes,0,MA,360-3686,Male,20,Yes,No,No,0,No,Month-to-Month,Direct Debit,43,181,Dissatisfaction,Service dissatisfaction
0233-CBDF,Yes,17,65,139.9,0,0,No,no,0,1,1,Yes,0,FL,383-9140,Male,39,No,No,No,0,No,Month-to-Month,Paper Check,17,303,Dissatisfaction,Lack of self-service on Website
1837-OFRF,Yes,43,217,430.7,0,0,No,no,0,3,3,Yes,0,IN,248-7776,Male,71,No,Yes,No,0,No,Month-to-Month,Paper Check,54,2344,Dissatisfaction,Network reliability
7621-KAMG,Yes,21,64,209.7,0,0,No,no,0,5,4,No,43,NH,344-4241,Male,37,No,No,No,0,No,One Year,Paper Check,26,551,Other,Don't know
3529-XGRD,Yes,42,238,415.7,0,0,No,no,0,1,6,Yes,0,CT,319-8817,Male,36,No,No,No,0,Yes,Month-to-Month,Direct Debit,46,1914,Attitude,Attitude of service provider
4127-FOZI,Yes,47,126,373.6,0,0,No,no,0,1,15,Yes,0,WY,294-1576,Male,82,No,Yes,No,0,No,Month-to-Month,Direct Debit,35,1628,Attitude,Attitude of support person
4861-BHHD,Yes,5,13,33,0,0,No,no,0,0,6,Yes,0,AR,256-2668,Female,37,No,No,No,0,No,Month-to-Month,Direct Debit,38,210,Attitude,Attitude of support person
0817-LDOA,Yes,6,10,22.8,0,0,No,yes,0,2,15,Yes,0,MI,276-5552,Female,84,No,Yes,No,0,No,Month-to-Month,Direct Debit,59,336,Attitude,Attitude of support person
6429-MTWP,Yes,1,4,10,0,0,No,no,0,1,3,Yes,0,PA,379-9935,Female,66,No,Yes,No,0,No,Month-to-Month,Paper Check,9,9,Attitude,Attitude of service provider
6885-UVOX,Yes,7,20,44.1,0,0,No,no,0,3,15,Yes,0,AZ,340-7233,Female,27,Yes,No,No,0,No,Month-to-Month,Direct Debit,36,261,Attitude,Attitude of service provider
3184-FDDV,Yes,2,11,26.2,0,0,No,no,0,2,10,No,5,CT,317-7803,Male,27,Yes,No,No,0,No,Month-to-Month,Direct Debit,25,44,Attitude,Attitude of service provider
2179-ULXY,Yes,1,3,6,0,0,No,no,0,4,2,Yes,0,CT,248-2844,Female,81,No,Yes,No,0,No,Month-to-Month,Paper Check,37,37,Attitude,Attitude of support person
4567-JCHC,Yes,5,19,56.3,0,0,No,no,0,5,10,Yes,0,MA,299-8813,Female,52,No,No,No,0,Yes,Month-to-Month,Direct Debit,62,315,Competitor,Competitor made better offer
7518-ZTVX,Yes,1,8,16,0,0,No,yes,0,0,3,Yes,0,OH,350-1814,Male,47,No,No,No,0,No,Month-to-Month,Direct Debit,40,40,Other,Moved
2282-MQUD,Yes,1,2,5,0,0,No,no,0,4,10,Yes,0,OH,304-8853,Male,63,No,No,No,0,No,Month-to-Month,Direct Debit,38,38,Other,Moved
7882-FLOH,Yes,3,15,48.2,0,0,No,no,0,2,6,No,5,NV,308-8451,Male,46,No,No,No,0,Yes,Month-to-Month,Direct Debit,18,63,Competitor,Competitor had better devices
4945-EETR,Yes,1,4,15,0,0,No,no,0,4,11,Yes,0,KY,382-10339,Female,66,No,Yes,No,0,No,Month-to-Month,Paper Check,21,21,Competitor,Competitor offered higher download speeds
5930-RBRE,Yes,1,1,4,0,0,No,no,0,3,3,Yes,0,WA,379-3360,Female,69,No,Yes,No,0,No,Month-to-Month,Direct Debit,37,37,Competitor,Competitor offered more data
3185-TLJL,Yes,32,70,259.2,0,0,No,yes,0,1,1,Yes,0,IL,295-4007,Male,83,No,Yes,No,0,Yes,Month-to-Month,Credit Card,29,925,Competitor,Competitor made better offer
5427-FSCD,Yes,1,3,9,0,0,No,no,0,1,6,Yes,0,DC,342-4294,Female,42,No,No,No,0,No,Month-to-Month,Direct Debit,32,32,Competitor,Competitor had better devices
6653-KADX,Yes,2,8,16.1,0,0,No,no,0,4,8,Yes,0,HI,388-5315,Female,71,No,Yes,No,0,No,Month-to-Month,Direct Debit,25,50,Competitor,Competitor had better devices
6082-MYFG,Yes,2,8,16.3,0,0,No,no,0,3,0,No,0,PA,297-5522,Male,60,No,No,No,0,No,Month-to-Month,Paper Check,10,17,Attitude,Attitude of support person
1099-VZGA,Yes,3,9,23.2,0,0,No,no,0,4,12,No,6,OH,335-5043,Female,32,No,No,No,0,Yes,Month-to-Month,Credit Card,41,119,Competitor,Competitor offered higher download speeds
1776-TXNR,Yes,27,191,402.8,0,0,No,no,0,4,7,Yes,0,TX,387-6733,Male,35,No,No,No,0,No,Month-to-Month,Direct Debit,37,999,Competitor,Competitor offered higher download speeds
4223-RBLN,Yes,67,478,1067.4,0,0,No,no,0,5,18,Yes,0,NM,284-6246,Male,27,Yes,No,No,0,Yes,Two Year,Credit Card,73,4886,Other,Don't know
3672-JOBB,Yes,70,216,562.2,0,0,No,no,0,1,4,Yes,0,MI,353-7684,Female,53,No,No,No,0,No,Two Year,Direct Debit,34,2382,Competitor,Competitor offered more data
9847-CXKS,Yes,1,6,12,0,0,No,no,0,3,0,No,0,KY,239-3814,Male,45,No,No,No,0,No,Month-to-Month,Paper Check,11,11,Attitude,Attitude of service provider
2652-FNYC,Yes,5,25,82.1,0,0,No,no,0,1,15,Yes,0,NV,283-1751,Female,20,Yes,No,No,0,No,Month-to-Month,Direct Debit,32,174,Competitor,Competitor made better offer
5216-XVQL,Yes,9,32,92,0,0,No,yes,0,1,6,Yes,0,MI,381-1665,Female,43,No,No,No,0,No,Month-to-Month,Direct Debit,27,249,Competitor,Competitor made better offer
7627-FIFP,Yes,26,153,315.4,0,0,No,no,0,3,5,No,26,MT,401-9168,Female,71,No,Yes,No,0,No,Month-to-Month,Direct Debit,55,1459,Price,Price too high
8567-TQRL,Yes,54,180,428.3,0,0,No,no,0,0,5,Yes,0,HI,320-9755,Male,34,No,No,No,0,No,One Year,Credit Card,48,2562,Dissatisfaction,Product dissatisfaction
8424-LVVR,Yes,2,7,22.7,0,0,No,no,0,1,5,Yes,0,KS,304-7550,Male,61,No,No,No,0,Yes,Month-to-Month,Direct Debit,45,94,Competitor,Competitor had better devices
3433-UOGX,Yes,1,4,9,0,0,No,no,0,0,12,Yes,0,KS,349-3327,Male,68,No,Yes,No,0,No,Month-to-Month,Direct Debit,39,39,Competitor,Competitor had better devices
8295-HECF,Yes,33,133,367.1,0,0,No,no,0,2,0,No,0,VA,264-4041,Female,41,No,No,No,0,No,Month-to-Month,Direct Debit,7,225,Attitude,Attitude of support person
4047-DBWY,Yes,4,19,42.2,0,0,No,yes,0,0,9,Yes,0,MI,241-10037,Female,65,No,Yes,No,0,No,Month-to-Month,Direct Debit,34,129,Dissatisfaction,Limited range of services
1645-SCLE,Yes,17,131,240,0,0,No,no,0,5,13,Yes,0,AL,370-3160,Female,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,39,677,Price,Lack of affordable download/upload speed
2944-WVAO,Yes,61,265,729.2,0,0,No,no,0,4,3,No,48,NJ,307-3616,Female,72,No,Yes,No,0,Yes,One Year,Direct Debit,54,3294,Price,Long distance charges
8250-MXBT,Yes,14,22,54.2,0,0,No,no,0,5,7,Yes,0,OH,361-7552,Female,58,No,No,No,0,No,Month-to-Month,Direct Debit,62,833,Price,Price too high
6438-UMPT,Yes,38,203,612.6,0,0,No,no,0,0,15,Yes,0,CO,394-7436,Female,64,No,No,No,0,No,Month-to-Month,Direct Debit,49,1870,Dissatisfaction,Product dissatisfaction
7190-GQLL,Yes,49,319,635.7,0,0,No,no,0,5,17,Yes,0,ME,335-4913,Male,28,Yes,No,No,0,No,Month-to-Month,Direct Debit,50,2428,Competitor,Competitor had better devices
1640-SIYF,Yes,64,321,578.6,0,0,No,no,0,2,4,Yes,0,OR,389-6158,Male,42,No,No,No,0,Yes,One Year,Direct Debit,33,2140,Dissatisfaction,Network reliability
7268-QSYK,Yes,1,4,15,0,0,No,no,0,5,0,No,0,WV,290-9214,Female,43,No,No,No,0,No,Month-to-Month,Paper Check,8,8,Price,Long distance charges
3324-LVYX,Yes,7,34,55,0,0,No,no,0,2,2,Yes,0,WV,344-1728,Male,69,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,56,386,Other,Don't know
9526-YQIR,Yes,2,8,19.3,0,0,No,no,0,4,4,Yes,0,ME,387-6116,Male,63,No,No,No,0,No,Month-to-Month,Direct Debit,59,113,Other,Don't know
1897-DTRA,Yes,45,265,629.7,0,0,No,no,0,2,8,Yes,0,MN,363-5926,Female,44,No,No,No,0,No,Month-to-Month,Credit Card,36,1599,Dissatisfaction,Poor expertise of online support
2607-BHAE,Yes,1,4,7,0,0,No,no,0,0,4,Yes,0,MA,330-1735,Female,30,No,No,No,0,No,Month-to-Month,Credit Card,42,42,Competitor,Competitor had better devices
3764-VTBD,Yes,1,2,8,0,0,No,no,0,0,6,Yes,0,NM,325-7364,Male,53,No,No,No,0,No,Month-to-Month,Paper Check,18,18,Competitor,Competitor had better devices
7127-DGRJ,Yes,13,16,52.1,0,0,No,no,0,4,4,Yes,0,MN,338-5881,Prefer not to say,39,No,No,No,0,No,Month-to-Month,Direct Debit,35,450,Competitor,Competitor offered higher download speeds
9572-AICL,Yes,10,31,68.4,0,0,No,no,0,4,1,No,23,MI,314-5873,Male,58,No,No,No,0,No,Month-to-Month,Direct Debit,39,386,Competitor,Competitor offered more data
2410-JVZX,Yes,4,19,50.2,0,0,No,no,0,4,17,Yes,0,MS,326-1747,Male,28,Yes,No,No,0,No,Month-to-Month,Direct Debit,40,144,Competitor,Competitor made better offer
7868-AIOP,Yes,1,6,15,0,0,No,no,0,2,0,No,0,ND,323-10536,Female,34,No,No,No,0,No,Month-to-Month,Paper Check,14,14,Price,Long distance charges
4369-SXWM,Yes,41,89,205.3,0,0,No,no,0,4,3,Yes,0,DE,301-5322,Male,35,No,No,No,0,Yes,One Year,Direct Debit,50,2044,Competitor,Competitor had better devices
1805-ZAVD,Yes,73,193,582.9,0,0,No,no,0,3,3,Yes,0,MA,331-3754,Male,64,No,No,No,0,Yes,Two Year,Direct Debit,47,3449,Competitor,Competitor offered higher download speeds
0990-ZMIZ,Yes,69,267,1035,0,0,No,no,0,1,4,Yes,0,CO,270-10528,Male,62,No,No,No,0,Yes,Two Year,Direct Debit,68,4685,Competitor,Competitor offered higher download speeds
1438-ZAAS,Yes,32,131,259.6,0,0,No,no,0,2,2,No,29,MI,381-8710,Female,49,No,No,No,0,Yes,Month-to-Month,Direct Debit,60,1956,Competitor,Competitor offered more data
2668-ECFC,Yes,49,291,736.9,0,0,No,no,0,0,3,Yes,0,AR,308-7772,Female,74,No,Yes,No,0,No,Month-to-Month,Direct Debit,45,2192,Competitor,Competitor offered more data
0385-XIZP,Yes,73,126,290.6,0,0,No,no,0,4,3,Yes,0,VA,342-5480,Female,49,No,No,No,0,Yes,Two Year,Direct Debit,23,1659,Competitor,Competitor offered more data
9819-ZOUW,Yes,6,14,36.3,8,28.4,Yes,no,7.1,0,3,Yes,0,AL,325-10110,Female,54,No,No,No,0,No,Month-to-Month,Paper Check,27,163,Competitor,Competitor made better offer
4585-KPSG,Yes,1,7,14,4,1,Yes,no,0.2,5,9,Yes,0,AZ,355-5520,Male,34,No,No,No,0,Yes,Month-to-Month,Direct Debit,25,25,Competitor,Competitor made better offer
8071-VCBN,Yes,1,3,9,48,152.4,Yes,no,38.1,3,4,Yes,0,ME,318-3185,Male,72,No,Yes,No,0,No,Month-to-Month,Direct Debit,25,25,Price,Price too high
7013-KXSO,Yes,33,73,195.4,24,60.6,Yes,no,12.1,2,1,Yes,0,PA,318-5686,Male,36,No,No,No,0,No,One Year,Paper Check,48,1570,Dissatisfaction,Product dissatisfaction
9438-XVBQ,Yes,59,105,237.7,144,432,Yes,no,108,1,8,No,23,WV,321-8970,Male,37,No,No,No,0,Yes,One Year,Direct Debit,48,2859,Dissatisfaction,Service dissatisfaction
5688-NXDU,Yes,49,148,340.8,4,8.1,Yes,no,4.1,2,5,Yes,0,AR,360-3139,Male,66,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,56,2730,Attitude,Attitude of support person
0359-RTBV,Yes,44,135,393.7,40,114,Yes,no,28.5,3,8,Yes,0,MT,325-4995,Male,44,No,No,No,0,No,Month-to-Month,Direct Debit,54,2346,Dissatisfaction,Network reliability
3799-UROV,Yes,2,7,14,60,214.5,Yes,no,53.6,4,9,Yes,0,NY,340-2362,Male,33,No,No,No,0,No,Month-to-Month,Direct Debit,57,99,Dissatisfaction,Limited range of services
6408-SJEW,Yes,1,2,4,28,99.4,Yes,no,49.7,1,1,Yes,0,IN,333-2415,Female,53,No,No,No,0,Yes,Month-to-Month,Direct Debit,40,40,Price,Lack of affordable download/upload speed
9298-QPFC,Yes,1,5,16,104,267.8,Yes,no,133.9,1,7,Yes,0,MS,339-7881,Female,46,No,No,No,0,No,Month-to-Month,Credit Card,34,34,Price,Long distance charges
5202-CFGH,Yes,1,2,5,4,12.8,Yes,no,2.6,3,1,Yes,0,SC,349-2729,Male,35,No,No,No,0,Yes,Month-to-Month,Direct Debit,41,41,Price,Extra data charges
6389-ZQNB,Yes,5,31,82.5,36,141.3,Yes,no,28.3,3,1,No,7,AZ,337-9128,Female,38,No,No,No,0,Yes,Month-to-Month,Direct Debit,35,183,Price,Price too high
5537-XDIG,Yes,1,4,9,192,724.8,Yes,no,181.2,5,9,Yes,0,IL,269-4651,Female,44,No,No,No,0,No,Month-to-Month,Direct Debit,26,26,Dissatisfaction,Product dissatisfaction
2087-PXYY,Yes,1,4,10,12,22.2,Yes,no,5.6,0,0,No,0,IN,313-1539,Male,51,No,No,No,0,No,Month-to-Month,Paper Check,9,9,Dissatisfaction,Service dissatisfaction
0771-CLEI,Yes,1,6,16,0,0,No,no,0,1,4,Yes,0,RI,288-2308,Female,47,No,No,No,0,No,Month-to-Month,Direct Debit,33,33,Dissatisfaction,Lack of self-service on Website
6776-KCJW,Yes,1,4,8,0,0,No,no,0,1,14,Yes,0,UT,306-6842,Male,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,36,36,Dissatisfaction,Network reliability
3671-LVLE,Yes,40,206,641.9,0,0,No,no,0,0,1,Yes,0,NC,321-6247,Male,81,No,Yes,No,0,No,Month-to-Month,Direct Debit,49,1954,Other,Don't know
6761-APVW,Yes,1,5,13,0,0,No,no,0,2,9,Yes,0,WI,281-7483,Female,62,No,No,No,0,Yes,Month-to-Month,Direct Debit,33,33,Competitor,Competitor had better devices
8201-GPPD,Yes,3,12,30.4,0,0,No,no,0,1,2,No,3,NH,376-3275,Male,36,No,No,No,0,No,Month-to-Month,Direct Debit,47,159,Competitor,Competitor offered higher download speeds
5934-GGME,Yes,13,64,171.4,0,0,No,no,0,2,21,Yes,0,OR,280-1238,Female,27,Yes,No,No,0,No,Month-to-Month,Direct Debit,46,602,Competitor,Competitor offered more data
4082-EQZY,Yes,58,353,698.4,0,0,No,no,0,0,10,Yes,0,SC,268-6000,Female,40,No,No,No,0,No,Month-to-Month,Direct Debit,47,2752,Other,Don't know
7568-XIZB,Yes,44,212,577.7,0,0,No,no,0,2,9,Yes,0,MD,285-7029,Female,25,Yes,No,No,0,No,Month-to-Month,Direct Debit,48,2152,Competitor,Competitor had better devices
9039-MYEL,Yes,1,8,15,0,0,No,no,0,1,6,Yes,0,NY,296-7320,Male,79,No,Yes,No,0,No,Month-to-Month,Direct Debit,16,16,Competitor,Competitor had better devices
6565-WEVQ,Yes,28,48,113.6,0,0,No,no,0,5,11,Yes,0,WV,342-3099,Female,51,No,No,No,0,No,Month-to-Month,Credit Card,11,302,Competitor,Competitor offered higher download speeds
5724-QUGT,Yes,1,6,15,0,0,No,no,0,2,2,No,14,WV,272-9731,Male,57,No,No,No,0,No,Month-to-Month,Direct Debit,26,26,Competitor,Competitor offered higher download speeds
8514-QAMO,Yes,2,5,21.4,0,0,No,no,0,1,9,Yes,0,WV,327-6896,Male,62,No,No,No,0,Yes,Month-to-Month,Direct Debit,49,96,Competitor,Competitor made better offer
1367-YNMZ,Yes,10,36,88,0,0,No,no,0,1,9,Yes,0,CT,387-4088,Male,52,No,No,No,0,No,Month-to-Month,Direct Debit,43,424,Competitor,Competitor offered more data
4212-ENPJ,Yes,50,384,755.9,0,0,No,no,0,1,1,Yes,0,IA,408-2766,Male,45,No,No,No,0,No,One Year,Direct Debit,37,1846,Competitor,Competitor offered more data
3290-AXJZ,Yes,2,12,31.3,0,0,No,no,0,0,4,Yes,0,OR,261-4725,Male,84,No,Yes,No,0,No,Month-to-Month,Paper Check,33,68,Competitor,Competitor made better offer
2371-SFMP,Yes,35,142,354.3,0,0,No,no,0,4,10,Yes,0,WA,272-5219,Male,26,Yes,No,No,0,Yes,One Year,Direct Debit,37,1298,Price,Price too high
8840-HRUV,Yes,69,299,758,0,0,No,no,0,4,4,No,6,ID,338-4399,Male,55,No,No,No,0,Yes,One Year,Credit Card,41,2796,Dissatisfaction,Product dissatisfaction
4693-ZRKF,Yes,2,5,21,0,0,No,no,0,1,1,Yes,0,MS,250-4012,Male,45,No,No,No,0,Yes,Month-to-Month,Direct Debit,45,86,Dissatisfaction,Service dissatisfaction
7148-KTIB,Yes,15,31,89.3,0,0,No,yes,0,1,26,Yes,0,OH,328-9406,Male,32,No,No,No,0,No,Month-to-Month,Paper Check,29,426,Dissatisfaction,Lack of self-service on Website
6088-QQOA,Yes,41,228,330.2,0,0,No,no,0,0,4,Yes,0,ID,389-8032,Female,67,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,58,2411,Dissatisfaction,Network reliability
3746-MAXW,Yes,9,57,113.1,0,0,No,no,0,0,4,Yes,0,WV,351-6473,Female,34,No,No,No,0,No,Month-to-Month,Direct Debit,37,353,Competitor,Competitor made better offer
8590-NVOC,Yes,1,1,4,0,0,No,no,0,1,11,Yes,0,SD,362-3108,Female,48,No,No,No,0,No,Month-to-Month,Direct Debit,23,23,Price,Lack of affordable download/upload speed
8968-NLOZ,Yes,21,49,127.2,0,0,No,no,0,3,30,Yes,0,KS,298-3949,Male,29,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,60,1273,Price,Long distance charges
6646-DYMO,Yes,2,5,14,0,0,No,no,0,1,12,No,5,NY,397-7189,Female,71,No,Yes,No,0,No,Month-to-Month,Direct Debit,38,76,Price,Extra data charges
6045-UZKF,Yes,1,6,15,0,0,No,no,0,4,9,Yes,0,SC,335-6165,Female,66,No,Yes,No,0,No,Month-to-Month,Direct Debit,35,35,Price,Price too high
9963-ZUBM,Yes,16,59,177.9,0,0,No,no,0,0,0,No,0,AR,359-9624,Male,24,Yes,No,No,0,No,Month-to-Month,Direct Debit,13,203,Price,Long distance charges
0309-GEPB,Yes,14,35,95.7,0,0,No,no,0,4,10,Yes,0,IL,326-1208,Female,76,No,Yes,No,0,No,Month-to-Month,Direct Debit,45,619,Dissatisfaction,Service dissatisfaction
2731-EZZS,Yes,15,50,118.3,0,0,No,no,0,0,5,Yes,0,MA,267-3814,Male,38,No,No,No,0,No,Month-to-Month,Direct Debit,32,472,Dissatisfaction,Lack of self-service on Website
6605-SXZC,Yes,1,4,11,0,0,No,no,0,3,12,Yes,0,NY,404-6427,Female,55,No,No,No,0,No,Month-to-Month,Direct Debit,30,30,Dissatisfaction,Network reliability
8744-CPDY,Yes,2,5,11.6,0,0,No,no,0,1,14,Yes,0,WY,357-4332,Male,54,No,No,No,0,No,Month-to-Month,Credit Card,23,45,Other,Don't know
1684-QYEM,Yes,55,273,709.8,0,0,No,no,0,0,21,No,25,OR,316-8907,Male,33,No,No,No,0,Yes,Month-to-Month,Direct Debit,25,1370,Attitude,Attitude of service provider
5640-PLIL,Yes,6,22,63.7,0,0,No,no,0,0,2,Yes,0,RI,321-1988,Female,55,No,No,No,0,No,Month-to-Month,Credit Card,30,189,Attitude,Attitude of support person
3767-DLLW,Yes,13,41,103.3,0,0,No,no,0,0,26,Yes,0,OK,387-6043,Female,28,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,53,682,Other,Don't know
0713-PJUU,Yes,67,340,871.2,0,0,No,no,0,0,6,Yes,0,MD,296-8614,Male,74,No,Yes,No,0,Yes,One Year,Credit Card,62,4162,Attitude,Attitude of service provider
0342-YJTB,Yes,38,50,153.4,0,0,No,no,0,2,1,Yes,0,IN,297-5465,Female,58,No,No,No,0,Yes,Month-to-Month,Direct Debit,56,2155,Other,Don't know
1355-ELAD,Yes,22,37,86.5,0,0,No,no,0,3,30,Yes,0,NY,398-5817,Male,22,Yes,No,No,0,No,One Year,Credit Card,30,656,Competitor,Competitor made better offer
1806-IVIQ,Yes,1,5,12,0,0,No,no,0,1,0,No,0,OR,341-1379,Male,27,Yes,No,No,0,No,Month-to-Month,Paper Check,9,9,Competitor,Competitor made better offer
2330-SQWN,Yes,1,2,5,0,0,No,no,0,5,6,Yes,0,NJ,331-3006,Male,48,No,No,No,0,No,Month-to-Month,Paper Check,31,31,Competitor,Competitor made better offer
1139-JTEX,Yes,45,226,580.5,0,0,No,no,0,4,7,Yes,0,AK,397-7617,Male,42,No,No,No,0,No,Month-to-Month,Direct Debit,44,1958,Competitor,Competitor made better offer
8161-PLGM,Yes,1,6,12,0,0,No,no,0,1,5,Yes,0,KS,342-6553,Male,33,No,No,No,0,No,Month-to-Month,Direct Debit,34,34,Competitor,Competitor made better offer
3590-QGRJ,Yes,2,12,19.1,8,28.4,Yes,no,9.5,3,5,Yes,0,TN,349-8837,Male,47,No,No,No,0,No,Month-to-Month,Direct Debit,30,57,Competitor,Competitor made better offer
0173-UTGH,Yes,1,3,7,4,1,Yes,no,0.2,1,3,No,6,CA,326-4607,Male,71,No,Yes,No,0,No,Month-to-Month,Direct Debit,26,26,Competitor,Competitor made better offer
3702-PTNU,Yes,12,48,95.9,48,152.4,Yes,no,30.5,1,4,Yes,0,IN,316-9313,Female,84,No,Yes,No,0,No,Month-to-Month,Direct Debit,35,420,Competitor,Competitor made better offer
3349-QAWI,Yes,6,16,36,24,60.6,Yes,no,12.1,4,2,Yes,0,RI,328-5581,Male,67,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,39,234,Competitor,Competitor made better offer
8760-PEBG,Yes,36,182,363.1,144,432,Yes,no,216,1,24,Yes,0,NC,360-9294,Female,21,Yes,No,No,0,No,Month-to-Month,Direct Debit,28,1030,Competitor,Competitor had better devices
9500-SHSC,Yes,1,3,6,4,8.1,Yes,no,1.6,3,8,Yes,0,SC,415-9503,Female,32,No,No,No,0,No,Month-to-Month,Direct Debit,42,42,Competitor,Competitor had better devices
5687-GTJG,Yes,10,53,136.1,40,114,Yes,no,38,2,6,Yes,0,CA,328-2482,Female,34,No,No,No,0,Yes,Month-to-Month,Credit Card,65,682,Competitor,Competitor offered higher download speeds
6847-OMMC,Yes,15,83,243.2,60,214.5,Yes,no,107.3,2,13,Yes,0,IA,383-6357,Female,21,Yes,No,No,0,No,Month-to-Month,Direct Debit,33,495,Competitor,Competitor offered higher download speeds
3424-AKZO,Yes,7,43,80.8,28,99.4,Yes,no,33.1,2,4,No,7,VT,330-3518,Female,66,No,Yes,No,0,No,Month-to-Month,Direct Debit,29,197,Competitor,Competitor offered higher download speeds
6632-BBJS,Yes,26,93,234.5,104,267.8,Yes,no,53.6,1,1,Yes,0,OH,285-9363,Male,77,No,Yes,No,0,No,Month-to-Month,Direct Debit,46,1206,Competitor,Competitor offered more data
2554-IOCO,Yes,1,2,7,4,12.8,Yes,no,2.6,5,15,Yes,0,SC,275-4662,Male,58,No,No,No,0,No,Month-to-Month,Direct Debit,44,44,Competitor,Competitor offered more data
6105-RHWJ,Yes,9,32,72.7,36,141.3,Yes,no,70.7,4,5,Yes,0,OH,267-8055,Female,39,No,No,No,0,No,Month-to-Month,Direct Debit,36,332,Competitor,Competitor offered more data
8363-PWIY,Yes,48,192,436.1,192,724.8,Yes,no,241.6,0,7,Yes,0,IA,235-10438,Female,50,No,No,No,0,Yes,Two Year,Credit Card,36,1760,Competitor,Competitor made better offer
6182-ANHX,Yes,3,16,50.8,12,22.2,Yes,no,11.1,0,4,Yes,0,NY,185-7864,Male,63,No,No,No,0,Yes,Month-to-Month,Direct Debit,50,158,Competitor,Competitor made better offer
4020-NPHO,No,22,65,218.8,0,0,No,no,0,0,18,Yes,0,MA,355-9993,Male,45,No,No,Yes,3,No,Month-to-Month,Credit Card,28,616,,
1855-MMRG,No,12,45,105.8,0,0,No,no,0,0,7,No,80,IN,329-6603,Male,36,No,No,Yes,4,No,Month-to-Month,Paper Check,26,302,,
6944-TAPJ,No,50,61,199.3,0,0,No,no,0,0,8,Yes,0,VA,343-4696,Male,41,No,No,Yes,6,No,Month-to-Month,Credit Card,21,1053,,
2989-ISRV,No,3,6,13.8,0,0,No,no,0,0,11,No,20,HI,362-5889,Female,55,No,No,Yes,4,No,Month-to-Month,Direct Debit,31,84,,
1104-DDPI,No,9,60,88.2,0,0,No,no,0,0,4,Yes,0,NY,360-1171,Female,60,No,No,Yes,6,No,Month-to-Month,Credit Card,21,187,,
8448-DYKP,No,11,14,44.7,55,138.6,Yes,yes,0,0,8,Yes,0,OR,331-7425,Prefer not to say,25,Yes,No,Yes,6,No,Month-to-Month,Direct Debit,27,301,,
9532-MDAK,No,31,146,344.6,0,0,No,no,0,0,4,No,60,DC,400-9770,Male,35,No,No,Yes,6,Yes,Month-to-Month,Direct Debit,39,1220,,
0614-FTGS,No,1,2,4,0,0,No,no,0,0,0,No,0,MA,347-7741,Female,41,No,No,Yes,6,No,Month-to-Month,Direct Debit,7,7,,
3551-RDJO,No,3,5,11.1,18,60,Yes,yes,0,0,3,Yes,0,ME,363-1069,Male,37,No,No,Yes,2,No,Month-to-Month,Direct Debit,35,98,,
